cycle,px_hex,py_hex,v_hex,theta_hex,delta_hex,a_hex,z_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex
124,000010D627DC,00003004C8DA,0000232F658D,000000A42EAE,0000046E7058,000001AB7DA7,00000BA0B41E,000000E4AD20,000000F3AE97,0000E1FD82DE,00000E522907,000000FD1579,00019E24C845,000000E7AFF6
125,00000FE04CB0,0000305FEE81,000022A39DB8,000001594B9B,00000471CDC6,00000158AFA4,00000B79F899,00000118ACA4,000000EC4DC6,0000F0515141,0000032946E5,000000FEE5A3,0001A30D746B,000000E7AFF5
126,0000105B7401,00003019DE9B,00001F47BCF6,0000000223BF,0000047B42D6,FFFFFF8D4209,00000B0E41F5,0000010BD1E4,000000F5FF40,0000F9819C83,00000621A802,000001001E8A,0001A6646B1C,000000E7AFF6
127,00000F5367A0,00002F8F421F,000018C38864,000000FF12B0,000004AE3267,FFFFFC2732CE,00000ADDB60D,0000010DE834,000000E88222,0000FB70BDEF,000000DF83D5,000000FDB580,0001A7A5F30D,000000E7AFF5
128,00000E73062B,00002FDBD12E,00001B6B5908,00000189DAD4,000004B8174C,FFFFFDA4047D,00000B020CDD,000000FAFE73,000000E63C68,0000FC172562,000001BE9084,000000FF20F9,0001A86E477D,000000E7AFF6
129,00000ECC39A0,00003043078E,00001A244935,000000719FD4,000004A88687,FFFFFCF14A30,00000AD2570C,000000F1AFE1,000000FA21DB,00010A778E16,0000052B743D,000000FD3586,0001AD262E7F,000000E7AFF5
130,00000DC98C2B,000030A02539,00001C1523FF,0000018D4782,000004B2EA04,FFFFFE06F32D,00000A76C14F,000000F7EFC7,000000E3A3B5,0001141080FC,00000172C421,000000FEC07A,0001B0780695,000000E7AFF6
131,00000DFDA435,0000310F4285,00001AEC4AF8,000000BB5F9A,000004AA1273,FFFFFD68C7BE,00000A7C2698,000000EDC100,000000F09013,000114591B09,0000060D3F14,000000FBD363,0001B12F9DA0,000000E7AFF5
132,00000C78D58B,00003188EAAE,00002307044C,0000023DBC29,000004AEF9E2,000001C9FAFA,00000A9CB4D0,000000F3DF9E,000000E4E0F5,00010D5F849E,000000D07DF5,000000FE64AE,0001AFAAB987,000000E7AFF6
133,00000CDFC7A6,00003067A6DB,0000242CB6B7,0000016954AF,000004DC4954,00000279310F,00000A8CFE4A,000000E22E92,000001052CC7,00011CF392B6,00000B9E61C1,000000FA1C06,0001B496D894,000000E7AFF5
134,00000C1FD616,000030CAD979,0000253C8434,000001CAD2A1,000004CA30A9,000002FC747E,00000A8EA2AF,00000117AB27,000000EEF414,00012944D5C2,00000532C8E0,000000FDC06A,0001B8965644,000000E7AFF6
135,00000BC20C4B,000030AAC6BD,0000243D3DAB,000000405649,000004DA0F67,0000027207B6,00000AA8DBC7,000000ED85EB,000000E42493,00012B6D2B81,00000E6A6238,000000FB1ACE,0001B9BB661A,000000E7AFF5
136,00000B08B897,00003130C9F3,000026DF0C14,0000011CBEF4,000004D8D40A,000003D3482A,00000AFF9489,0000010DE5C8,000000E3A662,00012417A692,000001FF347C,000000FF2A6F,0001B7FBD848,000000E7AFF6
137,000009D93B1A,000030B7C332,0000257F6115,0000024BF9A4,000004DCF482,0000030C22EC,00000B68FAB2,000001100C7F,000000FC7430,00011B2210D0,000005395B14,0000010038DD,0001B5D260FD,000000E7AFF5
138,000009BB7F3F,000030A8AE7E,0000247010C0,FFFFFF20D9A0,000004E31F66,0000027589E6,00000BC7E53D,000000EC1432,0000011F297D,0001152BE886,00000918E29C,000000FD8D02,0001B4BD4348,000000E7AFF6
139,000009A29244,0000318C71CE,0000286B35F7,0000000DFF05,000004F74B7D,000004956764,00000B936D97,000000E79703,000000F8C8BC,00011393E8D6,0000012C4C73,000000FD90A9,0001B4A276B1,000000E7AFF5
140,000009DAD158,0000326CEF6E,0000286F000A,00000025D23B,000004D1958C,0000048037A1,00000B569AE6,000001088B81,0000010BA14E,00010CA69901,0000038F3A00,000000F7D227,0001B2FC1904,000000E7AFF6
141,00000950596C,000032AB68DD,00002667E43A,00000149F336,000004EBD8B6,000003630F4D,00000BAE4F9D,0000011C8691,000000E3BBE7,0001099BC8A7,000000D6F60A,000000F62691,0001B2A0D284,000000E7AFF5
142,000007F327E4,000032BCB6F3,000027FDA628,000002437FCB,00000500958F,000004393110,00000BD27B05,000001002CEE,000000F708EB,0001034DD626,000005705550,000000FF86C9,0001B1547352,000000E7AFF6
143,00000748C3EF,000031D5AD3F,000027657844,FFFFFFD2EB0D,000004E0D053,000003D7778A,00000AF4D109,000000E52178,00000121414E,0001132B1605,00000CFC8612,000000FB8C96,0001B66E36D7,000000E7AFF5
144,000006FA061F,0000323C78E1,000026821F41,000000852822,000004ED76E6,00000353FE4B,00000B7745C4,000000E483DA,000000FCFF71,00011BB7F78D,000002DF05A8,000000FDB2CA,0001B9606CD1,000000E7AFF6
145,0000065340FC,000032D8A2D9,000027BCB8FE,000001318B87,000004ECF9FC,000003F3C55F,00000AEBAD96,000000F073E5,000000EC8675,000124EF4C92,00000154859B,000000FC7545,0001BC602DDA,000000E7AFF5
146,00000517FAE7,0000328BD774,00002A854422,000001F92AF9,000004F9DCE5,0000056E446A,00000B18D7BB,00000106C91C,000000F62E6D,00013211B1E4,000004DDAF72,000000FFECC0,0001C0704FD1,000000E7AFF6
147,000004EF95E3,000031843283,0000295823EC,00000102C957,0000051D0A8E,000004C27A42,00000B12B870,000000F04582,000000FDB36B,000137A50844,00000D8A368C,000000FCF24D,0001C24F1D8B,000000E7AFF5
148,000003F9451C,0000321B8AD7,00002C12822F,0000015E26CA,0000050F4AE1,0000062A0C98,00000B33634B,000001356BE4,0000010DDE18,00013A218287,00000767AA64,000000FF4B38,0001C33BB67C,000000E7AFF6
149,000003578A90,00003209BBA0,00002B3F5BC2,000001D88B9D,0000051FBB74,000005A9FBD5,00000AD8AAF9,0000010CAA67,000000E98C3C,0001368CD033,000002F2C552,000000FB2D21,0001C27B7E25,000000E7AFF5
150,000003229B62,000032889048,00002B56DD0F,000001893450,000005220037,000005A7A53B,00000AA09B19,000000E59383,0000010BDA72,000132C6FF14,00000903CB82,000000FC26CB,0001C1ADBED5,000000E7AFF6
151,00000335CE49,0000323FCAE3,000027510149,FFFFFFC9867F,0000054E2BE6,000003754ECB,00000A89EC4E,000000FE4A94,000000F0A713,00012CC715E1,00000D1D35D1,000000F73AC3,0001C051A0BC,000000E7AFF5
152,0000031765BE,0000320B2076,00002841512D,FFFFFFD70DED,0000057F0065,000003F225CB,00000A8DEA73,0000010B148F,000000F6511E,00013D0899EF,0000041E3DAF,000000F92862,0001C546783C,000000E7AFF6
153,000001D24509,0000330488FB,0000287E841A,0000017DB017,0000057CED87,0000040309B4,00000AC02A28,0000011F3E54,000000EE6BB5,000147B27ACD,000000F4062C,000000FC5DFF,0001C8805197,000000E7AFF5
154,000001594D0D,000033017DE5,00002636A6E5,000001226321,0000058DD54E,000002BEF37A,00000AD78123,000000EA93DD,000000F7CCE8,00014A79CB90,000009268F65,000000FD23D8,0001C96A6A98,000000E7AFF6
155,000000EAF148,000033106628,0000247BB2AB,00000185DE88,0000058B8AA3,000001CAA2D0,00000B2D7A84,000000E3BF02,000000F68E59,0001474CE4F0,000002E7E3CD,000000FF3478,0001C8A38F37,000000E7AFF5
156,0000008D14DE,00003294FCEA,000021158B44,0000005A03AA,00000586DEC3,FFFFFFF50C09,00000B16D076,000000EB1C93,000000FFA824,00013DEC88FD,0000098FFFBB,000000FF552A,0001C60F9FFC,000000E7AFF6
157,FFFFFF1D3F85,00003203D78A,00001C1917A8,0000013DB380,0000057C89AD,FFFFFD47F86A,00000B8AB4AE,0000010FA18F,000000F260B1,0001483613C3,000000EB63E2,000000FFA92B,0001C93A1042,000000E7AFF5
158,FFFFFFB0EC63,000031F9D9A3,00001816F266,000000D48656,0000058B69D5,FFFFFB2708B9,00000B9BF51F,000000F05EF1,000000F6DF47,00014E5B4191,0000032786B2,000000FE3C56,0001CB1E979C,000000E7AFF6
159,FFFFFF4ABEBC,0000334B1E33,00001E33FBC2,000000DD260C,00000595F190,FFFFFE778A10,00000BD3AA06,000000EBE523,000000F44800,0001456221B3,0000034F3ABD,000000FFF93B,0001C8A85795,000000E7AFF5
160,FFFFFEF07BFE,00003282992E,00001D4665F9,0000006EC0C1,000005932B48,FFFFFE051260,00000B2111D4,000000FB6BC9,000000F894DA,000156332D26,00000513775B,000000FFE148,0001CDA98CF8,000000E7AFF5
161,FFFFFE78B1CB,0000323B8C11,00001B9897D2,0000005EB36F,0000058F7F1A,FFFFFD268151,00000AB5546B,000000FC89C6,000000E40243,000159CF3188,0000039EF06D,000000FF87D1,0001CECD304A,000000E7AFF6
162,FFFFFDB62D98,000031E200FC,00001D3C6FBD,000000CC5A51,000005A0A451,FFFFFE0E1867,00000B63B577,000000F97540,000000EBAA17,000169AC3644,000001DCE1D1,000000FF80D3,0001D366532B,000000E7AFF5
163,FFFFFDA65447,0000321A8100,00001BECECD2,000000992FE0,0000059BDEBB,FFFFFD60ABC1,00000BCBBB1A,000000FC1813,000000EF1079,00016D05E94A,0000034A6855,000000FF7144,0001D458C89A,000000E7AFF6
164,FFFFFD14B18E,000031C1D9F6,0000195A1713,00000070F1FF,000005914C92,FFFFFC07FBC5,00000C174A48,000000FA91EA,000000F60D10,00016788F4E4,000005B20260,000000FE9348,0001D2CC195D,000000E7AFF5
165,FFFFFCB0697B,00003199F85B,0000169B540D,0000012F50EF,00000588AC3C,FFFFFA9DE9DF,00000BC32069,000000F4A9C2,000000E5A2DF,0001575362F0,000000D4ACDB,000000FDC0EB,0001CE4F1EFB,000000E7AFF6
166,FFFFFBE717B7,0000313A4EE5,000016E67D88,00000166AEC5,00000590C63C,FFFFFAD0F75E,00000BE2C1B7,000000E79444,000000F9794D,000147DD4784,000005E1922F,000001002066,0001C9F2990B,000000E7AFF5
167,FFFFFC0AFCC3,000031077E03,000011CFCA84,0000013752CD,0000059E64FA,FFFFF82348FD,00000BDC0F41,000000EBBDF8,000000F304B5,000144EF2045,00000169BEA3,000000FF61E8,0001C93A3CB1,000000E7AFF6
168,FFFFFB419BC3,00003131FAE7,000016F2B0E8,0000016420D2,0000059D2428,FFFFFAF8EED1,00000B7BC91C,000000E3AA40,000000F04BD2,00013B4C2617,000005CB4045,000000FF9B25,0001C69840EC,000000E7AFF5
169,FFFFFA8C3772,000031824DD4,000018E3D410,000001CA53DC,000005845495,FFFFFC15EF4A,00000B26FAC8,000000E7CEBB,00000101A726,000149EF0BE6,00000343745E,000000FC38E7,0001CB02F533,000000E7AFF6
170,FFFFFA330D91,00003199F8B8,000019D053C9,000000EDAF11,00000581FD1A,FFFFFCA11112,00000B1C5222,000000E992C2,000000EE443D,0001528618D1,000009C3C60E,000000FE9C75,0001CD87D473,000000E7AFF5
171,FFFFF94FC2D9,000031894C88,00001C52ED42,000001305E00,000005811B8E,FFFFFE03A09F,00000B64CC20,000000EB9F87,000000F2A40D,00014CECAC38,0000061433C0,000001004109,0001CBFB2E45,000000E7AFF6
172,FFFFF900DB1A,0000314C08CD,000019E90E2A,000001A34DF1,0000058CE090,FFFFFCB78B32,00000B62D99D,000000EA13A6,000000ED3495,00014C3192D0,00000138D56B,000000FFB0C9,0001CBC6FD1A,000000E7AFF5
173,FFFFF8EA1DC2,000030D75769,0000158D2BAF,000000E03954,000005920DDE,FFFFFA64E19A,00000B856C0B,000000EBC405,000000F5420D,000144F70549,000005C982D1,000000FF5004,0001C9A6D919,000000E7AFF6
174,FFFFF81AEE81,0000313EDE24,000017D58E67,000001A74E1A,00000581C6C1,FFFFFBB19B38,00000B357B67,000000E4A7FA,000000FA9EDA,00015288DA09,000002F9BAAB,000000FF9935,0001CDB4197C,000000E7AFF5
175,FFFFF7342C70,000030C083A1,000019E980C9,000000416E8E,000005722B63,FFFFFCE3BD2A,00000B3FA978,000000EC9B44,000000E94FB9,000152D2A4EE,0000092DCC37,000000FFF63B,0001CDC4C3C0,000000E7AFF6
176,FFFFF6E73C17,000030BB5DE3,0000190F3465,0000006EFA92,00000573E469,FFFFFC761E06,00000B764312,000000FE2F88,000000F3D3E3,00014AB39EEC,000001F216DF,000000FE939B,0001CBB895C8,000000E7AFF5
177,FFFFF5C51B0B,000030F544C6,00001BED9B5B,00000152F77D,00000587BF81,FFFFFDF90187,00000B08CA3B,000001008859,000000F2983B,0001569B3826,000003261BA6,000000FEBBED,0001CF69A1F0,000000E7AFF6
178,FFFFF56616BA,00003117E8B4,00001CEDA771,00000093F555,0000058B2758,FFFFFE85B8F0,00000AD9E1AC,000000EBFD20,000000E8DA4E,00015A01478D,0000093B2E47,000000FF8BD5,0001D05EAC59,000000E7AFF5
179,FFFFF501AD23,0000319FB5C3,00001D7C1742,00000131E158,0000058A5923,FFFFFED6156C,00000AD0B055,000000F96E98,000000FB4D33,000162FD9B29,000001490755,00000100375E,0001D2F9F140,000000E7AFF6
180,FFFFF4FA081D,000030E6A479,00001780AB71,00000018F93C,0000059CB33B,FFFFFB92C318,00000B231F73,000000ED2B96,000000FC8011,00015E6F34E9,00000563EF6C,000000FFC77C,0001D174F39B,000000E7AFF5
181,FFFFF50566BA,000030051BC8,00000FF141D1,FFFFFFB25D47,000005990FE2,FFFFF7912AD8,00000AF284A2,000000EEA5D3,000000E5F0DA,000151C1C677,000001C89B63,000000FE0506,0001CE165430,000000E7AFF6
182,FFFFF4A02360,000030477DE6,000010DFA310,FFFFFFED3452,000005A27304,FFFFF81FF7D2,00000B2EB5ED,000000EB65D0,000000E32367,00014BA3F5B3,0000030C11C1,000000FDA479,0001CCBBCFA1,000000E7AFF5
183,FFFFF3B81E69,000030851921,000015580D13,000000F258EF,000005C9524D,FFFFFA7DC958,00000B2E990A,000000F359D8,000000E51EAB,00013D67D712,000001110750,000000FB655F,0001C94761FE,000000E7AFF6
184,FFFFF3B516AF,0000307B2B86,000014F8CA83,00000029EC95,000005C82E85,FFFFFA5B600E,00000B5657CF,000000ED1EF6,000000F8685B,00014BCC6F0E,0000053DFDFB,000000FFE373,0001CDB5294E,000000E7AFF5
185,FFFFF2E1C0A4,00003050CDAD,0000182D8244,000000F82528,000005E2433A,FFFFFC1025C6,00000B34BD57,000000F14CC3,000000E392AC,00014B20CD41,000001B31D0E,000000FDFD31,0001CDED4A42,000000E7AFF6
186,FFFFF2891B9B,00003027B265,0000170B602C,0000009B07E3,000005DCD6E9,FFFFFB80D34D,00000B57B2BF,000000EC56CE,000000F191E1,000149232247,000005D10A1E,000000FF9351,0001CD99F2A8,000000E7AFF5
187,FFFFF29BB0E7,000030780E41,000015EB4F17,000000A20137,000005DBEA03,FFFFFAF45D10,00000B3F1C2C,000000E3AF02,000000F4E399,00013D1CF31D,0000010C4470,000000FED52B,0001CA8467B3,000000E7AFF6
188,FFFFF2436BEC,000030259FD5,000013B43742,000001012FC5,000005D3845B,FFFFF9D86707,00000AA61354,000000EEC291,000000EBE4FA,00012C39F17C,000001F874E4,000000FF0149,0001C6232539,000000E7AFF5
189,FFFFF13D868F,00002F4131E1,0000161A1671,0000015CD61B,000005C43686,FFFFFB426EF8,00000AC3BBCC,000000EB3042,000000F47524,000139406B02,000005335650,000001000CDF,0001CA3B1C27,000000E7AFF6
190,FFFFF0A7AE4E,00002FE76B1F,00001B095FA0,000001C02824,000005BCD96C,FFFFFE019E75,00000B0EBB95,000000E5C06B,000000E3BFAD,000139ACE4C4,000003541E79,00000100330B,0001CA6826BF,000000E7AFF5
191,FFFFF0242FB7,00002FEEA707,00001BA9692F,0000018F0713,000005A3E3C4,FFFFFE713713,00000A785CA3,000000E4A81D,00000107A8F9,000148F4F6F8,000007B8DC63,000000FD0A14,0001CF023579,000000E7AFF6
192,FFFFEFC1607B,0000301178DA,00001C6FF14C,00000130C467,000005988B04,FFFFFEEAD841,00000A4BBE1D,000000ECA90F,000000F2DE73,000150599590,00000618BBB7,000000FDA0CA,0001D0E2BC17,000000E7AFF5
193,FFFFEF8C9C08,00002FB7C4AC,00001CE31ACF,0000018CA077,000005ACBD9C,FFFFFF1AB7CE,00000A824E06,000000E2C432,00000105D8B3,00015F49A71B,000001B37C6E,000000F9B7C5,0001D53E1A10,000000E7AFF6
194,FFFFEF20F326,000030640208,00001CF642D1,000001A3467E,0000058A4F57,FFFFFF47E6BA,00000AD7F4DD,000000E88D3E,000000F4FFE0,000169333923,0000058B1C59,000000F72A01,0001D8168440,000000E7AFF5
195,FFFFEEBDD017,00002F9AD9DC,00001A00680F,000000B007A5,0000058A220E,FFFFFDB0A1E6,00000AC112F9,000000E498E4,000000F0245C,000172AFA280,000004CB3F43,000000F74A0F,0001DB243B9F,000000E7AFF6
196,FFFFEE2CB324,00002F1B2602,000016168821,000000ED1636,00000585E7A8,FFFFFB9DFE12,00000AFB4686,000000F713C9,000000EE2B48,00017BF3614E,00000684839E,000000FF6B2F,0001DD895F79,000000E7AFF5
197,FFFFED3470EB,00002F110457,000019768C94,000001E6F35C,000005817CD6,FFFFFD832AD0,00000B38B317,000000ED3EDB,000000E7207D,00017356DCA1,000000FDCC00,0000010022D1,0001DACB10B7,000000E7AFF6
198,FFFFED46C3DD,00002E4A5EE6,00001A3E5C32,000000E69570,0000058A00CE,FFFFFDF0B451,00000B3349FB,000000E58F44,00000115B1A3,000182B434C4,00000548EA35,000000FD52DB,0001DEF7F6CE,000000E7AFF5
199,FFFFEC1EC9F1,00002DF3A92E,00001FFC78B6,000001CED47D,0000057EA0EB,000001170483,00000B63A302,000000E66BA0,000000EFF924,00017F4326AD,00000139B1CB,000001000D6D,0001DDA5F900,000000E7AFF6
200,FFFFEC1B2D76,00002D55425B,0000224E5843,FFFFFF65CA03,00000589B787,000002498573,00000BACA2F2,000000EBC9C5,0000010BF24E,0001879031BB,00000AF77623,000000FBBFBF,0001DFCE10B5,000000E7AFF5
201,FFFFEC135496,00002DB8D15B,0000222E5070,000000013C0B,0000058990E3,000002321BC4,00000C2FAD32,0000010D513D,000000E4E6F2,000190540791,0000022B5C71,000000FF838B,0001E22397E4,000000E7AFF6
202,FFFFEACF11E5,00002D663C03,000022E42674,0000002467E3,000005BA592D,0000025DA832,00000B66B981,00000114F22A,000000E426E6,00018B14AA4B,0000038FB12E,000000FC1CF8,0001E0D0A249,000000E7AFF5
203,FFFFEAEE6E51,00002DC1D264,0000206B2895,00000100B96E,000005AE58BD,0000011160A6,00000B6648E3,00000114D5C9,000000F226C5,00017B613969,000000FFB133,000000FD2F6A,0001DC6C2CDC,000000E7AFF6
204,FFFFEA4530C3,00002D112353,00001A842E14,000001D1B173,000005A53B40,FFFFFDF2F66C,00000C2DF3C0,000000FD14CB,000000FE502A,000164953279,000008BA0DA8,000000FF9D23,0001D62FF027,000000E7AFF5
205,FFFFE9CD3E62,00002D00F04E,00001B3FB02A,000001446BEE,0000059D5A2D,FFFFFE64E7D5,00000C2EA2BA,000000E5C218,000000FFFB52,00015BC13E49,000005FE815A,000000FF762F,0001D391EA61,000000E7AFF6
206,FFFFE9409168,00002CE4712C,00001B133090,0000021E0237,000005A2EC4B,FFFFFE4DC06F,00000BB696ED,000000F22479,000000F2C09E,00014BCF1836,00000109E201,000000FE9611,0001CEC65F90,000000E7AFF5
207,FFFFE90CB80E,00002D4B07F8,00001B5CFB5A,00000190DE1D,000005869620,FFFFFE908031,00000C0EC366,000000EAF4D9,000000F1145C,00015BA270AE,00000C4B03C3,000000F949AA,0001D35DF4F6,000000E7AFF6
208,FFFFE91056E5,00002CAD1899,000017EF33B4,FFFFFFF5C5A6,000005A1D31C,FFFFFCA34E1B,00000B91A0A9,000000E554A4,000000EA39DB,00015F35E89B,000009208E39,000000FC996F,0001D4030C5E,000000E7AFF5
209,FFFFE827A3E7,00002C89AC33,00001AD06047,00000105957F,000005B65A4F,FFFFFE20B671,00000BE2234E,000000F9CFB7,000000E6EF97,00015519E8B0,00000133CABA,000000FF7961,0001D15407A6,000000E7AFF6
210,FFFFE6E0B6F3,00002CB0BDF6,00001C5EF4E6,000001840D2E,000005A23ACF,FFFFFF0621EE,00000BB61960,000000F7B6C8,000000FC63D0,0001656213AB,000005A23E0E,000000FF473E,0001D61E996F,000000E7AFF5
211,FFFFE664E1B5,00002BE2E8D3,000018F14938,000000102A27,000005AF3C84,FFFFFD21190B,00000B20CE00,000000EA728B,000000E44EAD,0001685AB8B2,000005C8348E,000000FF1728,0001D6B1C93B,000000E7AFF5
212,FFFFE6592DD2,00002BA3AA4A,00001468200D,FFFFFFD0D349,000005AE66DE,FFFFFABCA8E2,00000AD78FBC,000000F8A9ED,000000EA5E3B,00015C17A7E9,000001C8A12A,000000FF7EC1,0001D3669823,000000E7AFF6
213,FFFFE577198C,00002B54D31B,000012599BE5,00000041060B,000005C60B41,FFFFF99156D0,00000B9199DD,000000F85A17,000000E8C1D7,000154E2B2DA,000002EB5025,000000FEBCCC,0001D1AF0603,000000E7AFF5
214,FFFFE52D9F5B,00002A94F142,00000CB5CD95,000000855058,000005C9D25E,FFFFF69C5AFF,00000B795918,000000F46596,000000E3715E,000146783125,0000013ED81E,000000FD9328,0001CE3E78DF,000000E7AFF6
215,FFFFE4FDE6FD,0000295D3277,00000A929050,FFFFFFE119C3,000005D4CD8E,FFFFF58CF360,00000B78577A,000000E99860,000000EC84A0,00015329BF74,000002532908,000000FFA5E1,0001D238FA46,000000E7AFF5
216,FFFFE4837D36,000029B9C631,00000D825792,00000093C301,000005E11176,FFFFF72DB5F0,00000C0FE312,000000ECB2EE,000000E43276,000151E30F14,0000019ACE1F,000000FE6F76,0001D25E6868,000000E7AFF6
217,FFFFE4A023C5,0000296E3C1D,00000CA257D2,FFFFFFCF1A17,000005DE6E31,FFFFF6D37852,00000B8CDD44,000000E865D7,000000EC7AEC,0001604F3BF9,000003701178,000000FFD5B6,0001D6BC8AA8,000000E7AFF5
218,FFFFE50C8FBD,0000295AA567,00000868935C,FFFFFFBF842C,000005CAC5D2,FFFFF4BEC9A3,00000B8C758A,000000ED27AC,000000E56D3D,00015E4C0A4C,000001263CDE,000000FE75BD,0001D692A80A,000000E7AFF6
219,FFFFE4358F44,00002954B399,00000A8D1C7E,000000673A46,000005E165CF,FFFFF5E7DDA8,00000B7FF68E,000000EB75FC,000000E4C82E,00015A061271,000001F874C1,000000FE8D87,0001D5C2C0BD,000000E7AFF5
220,FFFFE36EFD88,000028EF8756,000007477DA3,00000114383E,000005E80199,FFFFF4337FB8,00000B80ABD8,000000ED5F6C,000000E6E0DE,0001681BA37D,000001D6BFB8,00000100298C,0001D9CFFA72,000000E7AFF6
221,FFFFE2D079A0,0000288AC205,00000638062C,0000010437D9,000005EF6B44,FFFFF3BA6760,00000B8CAAC7,000000E7A9E7,000000E89633,000179196B0A,000001D30A0F,000001005E67,0001DEA72FB9,000000E7AFF5
222,FFFFE255B269,000028E34B59,000009C13552,0000011BE35C,000005F32B30,FFFFF5BE0293,00000AB95EB8,000000E35620,000000E3A57C,000179416978,000002109B28,000001008037,0001DE9E3F93,000000E7AFF6
223,FFFFE267D9D9,000028D2A781,00000968DBD0,0000007FCB4C,000005F3D56E,FFFFF5AA5E3C,00000A56638E,000000E4799F,000000EDD9C2,0001887850F2,000003595D60,000001006AA3,0001E2D34621,000000E7AFF5
224,FFFFE1BC208A,000028367F02,00000D456502,0000010CEF97,000006023D3F,FFFFF7CAE5DF,00000A47C486,000000E8A04C,000000E4EDE5,0001825175A5,0000013FF0AD,000001005FE5,0001E10966CB,000000E7AFF6
225,FFFFE1231AB8,000027435622,000011C358CF,00000060EB58,00000615E867,FFFFFA318D84,00000B3A2834,000000E4893E,000000F55AD4,00018CFFB05A,0000056BA8E9,000000FFCA58,0001E3FFE383,000000E7AFF5
226,FFFFE105831F,000027896918,000010E0E13F,00000086AE7F,000006127687,FFFFF9CC6B6B,00000B8F339B,000000E940C9,000000E4E5AF,000181845BB2,000001C6D4DB,000000FFAF23,0001E0C56533,000000E7AFF6
227,FFFFE0244F70,000026EAA27E,000013958094,000000349CA1,000006186728,FFFFFB404AD4,00000BB79BF0,000000E37873,000000EA0985,00017892E169,000005F79218,00000100069F,0001DE461F7D,000000E7AFF5
228,FFFFDF4C00C0,000026FF5171,000015FE347C,0000012C1D9F,000006215BFD,FFFFFC873B43,00000B999BE2,000000EAEBA0,000000E6B2FD,000162396A19,000000EEA3CA,000000FFA9EB,0001D83AC0E5,000000E7AFF5
229,FFFFDF07CDB6,000026D9EB58,0000147A1390,000000B8970E,00000622C441,FFFFFBBEA10B,00000BBBF4DD,000000E454E1,000000FAC42C,00014D256604,000005FD4FD5,000000FFF84D,0001D2117B85,000000E7AFF5
230,FFFFDEA0C8FC,000026D46481,000013EA2C86,00000116C730,000006203A53,FFFFFB801BBB,00000B5A5027,000000E9D7EF,000000F60DC6,000147E0D234,00000132D2A8,000001002756,0001D0C91BF4,000000E7AFF6
231,FFFFDEA7F9D1,0000266F3DA8,00000F5B4224,00000041F7D8,000006287C10,FFFFF914B141,00000B550685,000000E55A38,000000F621BD,00013C034453,0000060D0286,000000FFFBB4,0001CD5C8854,000000E7AFF5
232,FFFFDE648EAC,0000255F5013,0000060F5D7C,000000CBB8ED,0000061C5D55,FFFFF43B079D,00000BB42BE6,000000E4AAFB,000000ED5E4B,00012FEC9A17,000000E2E378,000001002364,0001CA511DCD,000000E7AFF6
233,FFFFDE17F944,000024EAE1DA,0000041DC30A,000000B07EB6,00000616EF8B,FFFFF3593B9A,00000C00056A,000000E382A4,000000E655FC,00012177EACF,000001D2AB1B,0000010030F6,0001C6C7FABD,000000E7AFF5
234,FFFFDDB6CB7E,0000241E44CD,0000036E5B0C,FFFFFFDB3DE5,00000612D597,FFFFF32645A6,00000B64C34F,000000E3BC15,000000E8C5A1,0001285DC3E6,0000039EE2B9,0000010074FD,0001C94FBD6F,000000E7AFF6
235,FFFFDDAEDFB6,00002390B200,0000008787CF,FFFFFFB4B158,0000060D6811,FFFFF1C37FA8,00000C026A06,000000E46572,000000E34AB6,0001235B4233,000000DC6243,0000010051D2,0001C87D34A0,000000E7AFF5
236,FFFFDC7AB00B,00002411F6DF,00000960C1C7,000000A6A6D8,000006247236,FFFFF68DF788,00000BF42B33,000000E496A7,000000E3CB2D,00011E479E6A,0000018AAE8F,00000100234C,0001C7A9DF1F,000000E7AFF6
237,FFFFDC62262B,000023792FC6,000006DFA4D2,0000003826AC,0000061DAC91,FFFFF556CD82,00000BF9BDE4,000000E74512,000000E9E728,00012A686034,0000026BD852,00000100547B,0001CB9E1D56,000000E7AFF5
238,FFFFDC1FA0D4,0000239175DB,0000076ED739,000000947DFB,0000061F897F,FFFFF5BF2189,00000BE738D8,000000E41051,000000E6E07C,00012B918579,000001D1F1AC,000001005225,0001CC673F79,000000E7AFF6
239,FFFFDBFF7D08,000022E99D32,0000050CDDE1,FFFFFF920ECC,000006199C4A,FFFFF49B25CE,00000BCD3016,000000E36467,000000ECE304,000138AD4E05,0000039EBE37,000001008C2B,0001D089B265,000000E7AFF5
240,FFFFDBCA509D,000021F76838,000000147E72,FFFFFF33357C,000006127F54,FFFFF21410A2,00000B54A169,000000E3992C,000000E5227F,00013EA8A22B,0000013CF017,00000100A006,0001D28ED4D2,000000E7AFF6
241,FFFFDB9CEB74,000021DB8A82,FFFFFF1EE313,FFFFFF9B6845,00000611677D,FFFFF1B73F2E,00000B5EDF64,000000E5B9B4,000000E46D91,0001485291E0,0000026C6966,00000100D51F,0001D593A771,000000E7AFF5
242,FFFFDB3BE6E0,000021B142A9,FFFFFF722DFC,FFFFFFBB09D2,00000612CF4F,FFFFF20B7727,00000B49E7E7,000000E53104,000000E5CA89,000143E04CB5,000001941A8C,00000100D826,0001D47C0927,000000E7AFF6
